lapsed,age,sex,region,nregions,memtype,memmonths,mem_mag1,mem_mag2,hasemail,r1,r2,r3,r.quick,extra,intl,r.intl,allgames1yr,allgames5yr,fastevents,medevents,slowevents,nfloor
N,8,M,reg127,1,N,20,N,N,Y,NA,NA,1199,1677,N,N,NA,22,22,0,6,0,0
Y,7,M,reg127,1,N,1,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,M,reg127,1,N,102,N,N,Y,627,726,726,1019,N,N,NA,0,25,0,6,0,0
Y,18,M,reg127,1,N,5,N,N,N,NA,NA,185,260,N,N,NA,5,5,0,1,0,0
N,12,M,reg102,1,N,13,N,N,Y,NA,NA,1180,1596,N,N,NA,5,5,0,1,0,0
N,13,M,reg150,1,N,49,N,N,Y,NA,707,817,1013,N,N,NA,22,44,0,7,3,0
Y,17,M,reg112,1,N,292,N,N,N,1910,1840,1787,2508,N,N,NA,18,72,0,10,2,0
N,20,M,reg132,1,N,302,Y,N,Y,3774,3895,3919,4835,N,Y,NA,20,152,7,0,33,0
Y,49,M,reg128,1,N,114,N,N,Y,3555,3550,3582,4689,N,N,NA,50,218,6,1,54,0
Y,7,F,reg127,1,N,12,N,N,Y,NA,NA,200,282,N,N,NA,9,9,0,3,0,0
Y,15,M,reg132,1,N,41,N,N,Y,NA,1218,1697,2165,N,N,NA,29,39,0,11,1,0
Y,15,M,reg154,1,N,15,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,40,M,reg102,1,N,596,N,N,Y,3237,3101,3040,3731,N,N,NA,21,137,0,1,47,0
Y,9,NA,reg127,1,N,22,N,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,31,M,reg106,1,N,484,N,N,N,2389,2392,2282,NA,N,N,NA,3,3,0,0,1,0
Y,11,M,reg117,1,N,28,N,N,Y,NA,NA,518,686,N,N,NA,4,4,0,1,0,0
Y,15,M,reg145,1,F,78,Y,N,Y,879,1582,1663,2234,N,N,NA,24,67,0,16,2,0
N,10,M,reg102,1,N,144,N,N,Y,1966,2202,2489,3404,N,N,NA,27,149,1,33,4,0
Y,72,M,reg154,1,N,275,N,N,N,NA,NA,NA,NA,Y,N,NA,0,0,0,0,0,0
Y,26,M,reg106,1,N,54,N,N,N,NA,3019,3161,3542,N,N,NA,12,21,0,1,7,0
N,40,M,reg106,1,F,99,Y,N,Y,1396,1446,1542,2191,N,N,NA,6,42,2,15,0,0
Y,16,M,reg143,1,N,4,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,45,M,reg112,1,F,259,Y,N,Y,NA,2396,2474,3454,N,N,NA,3,13,0,2,1,0
Y,12,M,reg132,1,A,8,N,N,Y,NA,NA,NA,NA,N,N,NA,5,5,0,1,0,0
Y,10,NA,reg132,1,N,26,N,Y,N,NA,NA,NA,NA,N,N,NA,0,0,1,0,0,0
Y,11,M,reg154,1,N,51,N,Y,Y,NA,1155,1132,1592,N,N,NA,9,35,0,8,0,0
Y,6,F,reg112,1,N,17,N,N,Y,NA,NA,211,297,N,N,NA,20,20,0,5,0,0
Y,11,M,reg112,1,N,28,N,N,Y,192,194,194,273,N,N,NA,3,8,0,1,2,0
N,11,M,reg154,1,N,40,N,N,Y,NA,405,1745,2370,N,N,NA,60,68,0,14,2,0
Y,8,F,reg102,1,N,7,N,N,Y,NA,NA,197,NA,N,N,NA,7,7,0,0,2,0
N,16,M,reg140,1,N,15,Y,N,Y,NA,NA,187,264,N,N,NA,4,4,0,1,0,0
Y,17,M,reg112,2,N,72,N,N,N,969,971,960,1195,N,N,NA,4,22,0,4,1,0
Y,7,M,reg117,1,N,3,N,N,Y,NA,NA,186,261,N,N,NA,4,4,0,1,0,0
Y,9,F,reg101,1,N,41,N,N,N,NA,197,210,293,N,N,NA,5,10,0,2,0,0
Y,22,M,reg145,1,N,315,N,N,Y,3238,3219,3218,3776,N,N,NA,0,43,0,1,8,0
N,9,M,reg154,1,N,21,N,N,Y,NA,NA,1115,1590,N,N,NA,10,10,0,2,0,0
N,59,M,reg103,1,N,272,Y,N,Y,2736,2733,2735,3784,N,N,NA,0,9,0,0,1,1
Y,8,M,reg143,1,N,10,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,67,M,reg114,1,N,120,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,9,M,reg102,1,N,10,N,N,Y,NA,NA,868,1217,N,N,NA,4,4,0,1,0,0
Y,9,M,reg150,1,N,20,N,Y,Y,NA,NA,589,805,N,N,NA,9,9,0,2,0,0
Y,13,M,reg145,1,N,43,N,N,N,NA,966,1232,1674,N,N,NA,18,37,0,9,0,0
Y,8,M,reg112,1,N,20,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,28,M,reg103,1,N,13,Y,N,Y,NA,NA,2165,3219,N,N,NA,14,14,1,1,4,0
N,45,M,reg106,1,N,270,N,N,N,3583,3588,3615,4954,N,N,NA,5,372,101,67,64,0
Y,36,M,reg102,1,N,636,Y,N,Y,3396,3346,3628,4919,N,Y,3408,70,274,5,31,31,0
Y,45,M,reg109,1,F,52,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,26,M,reg112,1,N,363,Y,N,Y,2481,2481,2580,3357,N,N,NA,4,4,0,1,0,0
Y,13,NA,reg126,1,N,51,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,37,M,reg112,1,N,85,Y,N,Y,2129,2766,2718,3438,N,N,NA,12,30,0,2,5,0
N,50,M,reg132,1,N,260,Y,N,Y,2794,2886,2971,4291,N,N,NA,7,12,0,3,2,0
N,49,M,reg102,1,N,682,Y,N,Y,2640,2640,2639,3748,N,N,NA,0,0,0,0,0,0
Y,47,F,reg145,1,N,37,N,N,Y,NA,709,707,992,N,N,NA,0,5,0,1,0,0
Y,51,M,reg127,1,N,344,Y,N,N,2843,2843,2842,NA,N,N,NA,0,0,0,0,0,0
N,12,M,reg128,1,N,133,N,N,Y,1540,1577,1578,2063,N,N,NA,0,62,0,9,3,0
Y,11,M,reg126,1,N,2,N,N,Y,NA,NA,1533,2240,N,N,NA,0,0,0,0,0,0
Y,15,M,reg101,1,N,10,N,N,N,NA,NA,908,1213,N,N,NA,5,5,0,1,0,0
Y,18,M,reg154,1,N,83,N,N,Y,1928,2250,2466,3164,N,N,NA,103,260,3,52,15,0
N,15,M,reg145,1,N,322,N,N,N,1912,1930,1873,2378,N,N,NA,11,90,1,13,5,0
N,10,M,reg143,1,N,11,N,N,Y,NA,NA,251,354,N,N,NA,10,10,0,2,0,0
Y,57,M,reg127,1,N,224,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,64,M,reg150,1,N,53,Y,N,Y,2475,2389,2333,NA,N,N,NA,12,15,0,0,5,0
Y,63,M,reg127,1,N,535,Y,N,Y,2408,2391,2469,3479,N,N,NA,7,64,0,0,12,0
Y,30,M,reg133,1,N,190,Y,N,Y,942,942,1194,1446,N,N,NA,2,2,0,1,0,0
Y,10,M,reg114,1,N,41,N,Y,Y,NA,653,651,906,N,N,NA,0,8,0,2,0,0
Y,10,M,reg147,1,N,100,N,N,N,454,452,812,1130,N,N,NA,4,24,0,6,0,0
N,34,M,reg111,2,N,146,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,13,M,reg154,1,N,78,N,Y,Y,753,752,753,1039,N,N,NA,0,8,0,2,0,0
Y,46,M,reg102,1,N,464,Y,N,Y,2222,2304,2522,3466,N,N,NA,17,51,0,2,10,0
Y,11,M,reg118,1,N,50,N,N,Y,NA,1028,1027,1446,N,N,NA,0,5,0,1,0,0
N,50,M,reg102,1,N,3,N,N,Y,NA,NA,1836,2388,N,N,NA,4,4,0,1,0,0
Y,11,M,reg140,1,N,20,N,Y,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,13,M,reg132,1,N,47,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,12,F,reg127,1,N,5,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,14,M,reg110,1,N,81,N,N,N,506,504,506,716,N,N,NA,0,6,0,1,0,0
N,73,M,reg106,1,N,451,Y,N,N,2564,2603,2584,3336,N,N,NA,28,258,2,21,60,38
Y,15,M,reg145,1,N,18,N,N,Y,NA,NA,1438,1959,N,N,NA,10,10,0,2,0,0
N,12,M,reg127,1,N,2,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,41,M,reg102,1,N,28,Y,N,Y,2728,2732,2723,3748,N,N,NA,4,4,0,1,0,0
Y,23,M,reg104,1,N,203,Y,N,Y,2779,2807,2921,4005,N,Y,2980,22,209,6,21,26,0
Y,9,M,reg112,1,N,74,N,N,Y,426,445,740,1045,N,N,NA,17,37,0,19,0,0
Y,10,M,reg106,1,N,6,N,N,N,NA,NA,337,473,N,N,NA,4,4,0,1,0,0
N,7,M,reg138,1,F,39,N,N,Y,NA,980,715,1362,N,N,NA,28,37,1,5,2,0
N,8,M,reg138,1,N,9,N,N,Y,NA,NA,267,373,N,N,NA,5,5,0,1,0,0
N,9,M,reg150,1,A,55,N,N,Y,NA,333,1160,1619,N,N,NA,27,43,0,12,0,0
Y,72,M,reg132,1,N,44,Y,N,Y,2492,2566,2561,3590,N,N,NA,5,10,1,0,2,0
Y,13,M,reg108,1,N,203,N,N,N,639,644,639,570,N,N,NA,0,25,0,5,1,0
Y,11,M,reg123,1,N,50,N,N,Y,NA,196,192,274,N,N,NA,0,5,0,1,0,0
N,17,M,reg126,1,N,17,N,N,Y,NA,NA,2126,3062,N,N,NA,15,15,0,4,0,0
Y,9,M,reg113,1,A,12,N,N,Y,NA,NA,617,845,N,N,NA,5,5,0,1,0,0
N,11,M,reg140,1,N,49,N,N,Y,NA,770,1239,1604,N,N,NA,55,84,0,17,1,0
N,58,M,reg102,1,N,272,Y,N,Y,2659,2656,2658,4519,Y,N,NA,0,0,23,0,0,0
Y,21,M,reg142,1,N,290,Y,N,Y,1735,1736,1736,2336,N,N,NA,0,0,0,0,0,0
Y,8,NA,reg132,1,N,0,N,N,N,NA,NA,NA,NA,N,N,NA,5,5,0,1,0,0
N,10,M,reg147,1,N,9,N,N,Y,NA,NA,942,NA,N,N,NA,7,7,0,0,1,0
Y,62,M,reg143,1,N,23,N,N,Y,NA,NA,2700,3569,N,N,NA,8,8,1,3,0,0
N,9,M,reg133,1,N,15,N,Y,Y,NA,NA,683,812,N,N,NA,16,16,0,2,1,0
Y,14,M,reg105,1,N,192,N,N,N,1850,1818,2010,2634,N,N,NA,14,70,1,11,5,0
N,57,M,reg117,1,N,277,N,N,Y,3082,3021,2999,3920,N,Y,NA,27,143,22,1,38,0
N,15,M,reg154,1,N,78,N,N,Y,963,1878,2504,3379,N,N,NA,45,74,0,25,0,0
Y,9,M,reg132,1,N,21,N,Y,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,11,M,reg133,1,N,14,N,Y,Y,NA,NA,188,261,N,N,NA,5,5,0,1,0,0
N,49,M,reg103,1,N,273,N,N,Y,2774,2962,3076,3985,N,N,NA,10,24,0,1,4,0
N,12,M,reg127,1,N,70,N,N,Y,665,643,595,844,N,N,NA,2,14,0,6,0,0
N,17,M,reg137,1,N,24,Y,N,Y,NA,NA,1433,1623,N,N,NA,15,15,0,2,2,0
N,6,M,reg127,1,N,9,N,N,N,NA,NA,283,401,N,N,NA,9,9,0,2,0,0
Y,13,M,reg133,1,N,20,N,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,15,F,reg154,1,N,15,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,8,M,reg103,1,A,20,N,N,N,NA,NA,206,289,N,N,NA,12,12,0,3,0,0
N,12,M,reg152,1,A,83,N,N,N,1427,1634,1868,2648,N,Y,NA,16,104,0,21,1,0
N,35,M,reg150,1,N,347,Y,N,Y,2006,2166,2151,2865,N,N,NA,8,18,0,0,5,0
Y,11,M,reg112,1,N,14,N,N,N,NA,NA,382,536,N,N,NA,8,8,0,2,0,0
Y,21,M,reg132,1,F,29,Y,N,Y,NA,NA,186,NA,N,N,NA,4,4,0,0,1,0
N,13,M,reg132,1,N,202,N,N,Y,2164,2440,2262,3050,N,N,NA,32,210,0,36,11,0
N,57,M,reg132,1,N,26,Y,N,N,2816,2819,2819,NA,N,N,NA,0,0,0,0,0,0
Y,66,M,reg109,1,N,217,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,31,M,reg102,1,N,287,Y,N,Y,NA,NA,NA,NA,Y,N,NA,0,0,0,0,0,0
N,48,M,reg132,2,N,53,Y,N,Y,NA,2961,2834,4024,N,N,NA,24,35,2,0,12,0
Y,12,M,reg112,1,N,86,N,N,Y,432,434,756,1094,N,N,NA,5,10,0,2,0,0
N,13,M,reg106,1,A,10,N,N,N,NA,NA,1020,1438,N,N,NA,9,9,0,2,0,0
N,11,F,reg127,1,N,97,N,N,Y,680,1404,1666,2289,N,N,NA,35,74,0,18,1,0
Y,7,M,reg127,1,N,12,N,Y,N,NA,NA,189,263,N,N,NA,4,4,0,1,0,0
N,10,M,reg108,1,N,81,N,N,Y,714,884,1030,1437,N,N,NA,9,30,0,7,0,0
N,8,M,reg113,1,N,12,N,N,Y,NA,NA,216,279,N,N,NA,5,5,0,1,0,0
N,9,F,reg112,1,N,80,N,N,Y,619,1069,1381,2045,N,N,NA,59,149,0,26,2,0
Y,64,M,reg139,1,N,17,Y,N,Y,2851,2850,2849,4355,Y,N,NA,0,0,0,0,0,0
N,9,M,reg112,1,N,17,N,N,Y,NA,NA,1002,1430,N,N,NA,24,24,0,5,0,0
Y,14,M,reg114,1,N,18,N,N,Y,NA,NA,876,1181,N,N,NA,8,8,0,2,0,0
N,12,M,reg144,1,N,9,N,N,Y,NA,NA,189,263,N,N,NA,4,4,0,1,0,0
Y,31,M,reg137,1,N,24,N,N,Y,NA,NA,2529,NA,N,N,NA,4,4,0,0,1,0
N,8,M,reg112,1,N,51,N,Y,Y,NA,856,1057,1389,N,N,NA,34,51,0,8,1,0
Y,8,M,reg137,1,N,30,N,Y,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,44,M,reg127,1,N,307,Y,N,Y,2597,2674,2674,3551,N,N,NA,0,63,1,3,11,0
Y,55,M,reg111,1,F,39,Y,N,Y,NA,1442,1883,2240,N,N,NA,9,17,0,3,1,0
N,10,M,reg126,1,N,115,N,N,Y,1155,1633,1640,2386,N,N,NA,52,201,2,47,2,0
N,58,M,reg143,1,N,429,Y,N,Y,1598,1596,1598,2630,N,N,NA,0,11,0,0,2,0
Y,12,M,reg154,1,N,51,N,N,N,NA,194,308,516,N,N,NA,3,10,0,2,1,0
N,11,M,reg135,1,N,126,N,Y,Y,1048,1376,1375,2122,N,N,NA,0,32,0,7,0,0
N,14,F,reg132,1,N,170,Y,N,Y,2015,1972,2364,3104,N,N,NA,45,287,0,62,7,0
Y,13,M,reg143,1,N,75,N,N,Y,385,1578,1580,1953,N,N,NA,0,9,0,2,0,0
Y,9,M,reg127,1,N,81,N,N,Y,495,1245,1265,1757,N,N,NA,5,32,0,9,0,0
Y,50,M,reg103,1,N,601,Y,N,N,2533,2532,2531,NA,N,N,NA,0,0,0,0,0,0
Y,12,M,reg143,1,N,18,N,N,N,NA,NA,288,395,N,N,NA,11,11,0,3,0,0
N,17,F,reg154,1,F,327,N,N,N,3403,3317,3248,4404,N,Y,3288,45,409,4,71,35,0
Y,7,M,reg137,1,N,12,N,N,Y,NA,NA,302,430,N,N,NA,10,10,0,2,0,0
Y,9,M,reg137,1,N,47,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,16,M,reg103,1,A,11,N,N,N,NA,NA,737,915,N,N,NA,4,4,0,1,0,0
Y,16,NA,reg114,1,N,6,N,N,N,NA,NA,971,1287,N,N,NA,4,4,0,1,0,0
N,13,F,reg111,1,N,20,N,N,N,NA,NA,1538,1951,N,Y,NA,51,51,0,9,3,0
Y,69,M,reg127,1,N,449,N,N,Y,2661,2659,2599,2849,N,N,NA,5,5,0,2,0,0
Y,6,F,reg126,1,N,2,N,N,Y,NA,NA,198,276,N,N,NA,0,0,0,0,0,0
Y,8,M,reg140,1,N,14,N,N,Y,NA,NA,200,282,N,N,NA,10,10,0,2,0,0
N,55,M,reg112,1,N,270,Y,N,Y,3375,3391,3371,4837,Y,Y,3291,18,112,0,5,24,0
Y,10,F,reg143,1,N,10,N,Y,Y,NA,NA,198,275,N,N,NA,6,6,0,1,0,0
N,10,F,reg133,1,N,26,N,N,Y,NA,NA,246,347,N,N,NA,20,20,0,4,0,0
Y,31,M,reg117,1,N,398,N,N,Y,2204,2204,2220,NA,N,N,NA,6,6,0,0,1,0
N,10,F,reg102,1,N,50,N,Y,Y,NA,864,1017,1407,N,N,NA,20,27,0,7,0,0
Y,25,M,reg127,1,N,259,N,N,Y,3911,3950,3958,5631,N,Y,3864,18,184,4,11,24,0
N,15,M,reg126,1,N,228,Y,N,Y,1805,2036,2108,3103,N,N,NA,24,151,3,26,7,0
N,11,M,reg127,1,N,43,N,Y,Y,NA,1029,1820,2493,N,N,NA,49,71,3,19,1,0
Y,39,M,reg154,1,N,317,N,N,Y,NA,NA,2780,3335,N,N,NA,2,2,0,1,0,0
N,7,M,reg102,1,N,23,N,N,Y,NA,NA,941,1074,N,N,NA,53,53,0,11,2,0
N,8,M,reg132,1,N,0,N,N,Y,NA,NA,NA,NA,N,N,NA,2,2,0,1,0,0
Y,17,M,reg138,1,N,17,N,N,N,NA,NA,612,841,N,N,NA,11,11,0,3,0,0
N,61,M,reg131,1,N,63,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,7,M,reg140,1,N,21,N,Y,Y,NA,NA,469,661,N,N,NA,34,34,0,7,0,0
Y,10,M,reg111,1,N,51,N,N,N,NA,619,731,1047,N,N,NA,5,20,0,4,0,0
Y,10,F,reg143,1,N,12,N,Y,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,66,M,reg102,1,N,276,Y,N,Y,3299,3370,3350,4862,N,Y,3348,48,199,0,0,46,7
N,54,M,reg137,1,N,611,N,N,Y,NA,NA,3106,3998,N,N,NA,4,4,1,1,0,0
Y,8,M,reg132,2,N,70,N,N,N,192,194,195,272,N,N,NA,0,8,0,3,0,0
Y,15,M,reg137,1,F,229,N,N,Y,1575,1768,1766,2528,N,N,NA,0,101,1,18,3,0
N,9,M,reg112,1,N,105,N,N,N,1316,1535,1851,2724,N,N,NA,76,258,0,48,2,0
Y,10,F,reg112,1,N,50,N,N,N,NA,736,777,1114,N,N,NA,19,39,0,8,0,0
Y,10,M,reg153,1,N,2,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,17,M,reg147,1,N,79,N,N,N,937,1363,1282,1688,N,N,NA,15,55,0,13,0,0
Y,14,M,reg112,1,N,19,N,N,N,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
N,9,M,reg101,1,N,173,N,N,Y,1488,1522,1802,2539,N,N,NA,5,34,0,5,3,0
Y,8,M,reg112,1,N,20,N,N,N,NA,NA,284,400,N,N,NA,25,25,0,5,0,0
Y,14,M,reg150,1,N,261,N,N,Y,2368,2475,2474,2822,N,N,NA,14,158,0,26,24,0
N,15,M,reg127,1,N,165,Y,N,Y,3616,3707,3761,4824,N,Y,3527,60,399,1,30,49,0
N,16,F,reg112,1,N,11,N,N,N,NA,NA,719,1035,N,N,NA,5,5,0,2,0,0
Y,13,M,reg152,1,F,76,Y,N,Y,1195,1150,1304,1832,N,N,NA,13,27,0,6,0,0
N,14,M,reg127,1,N,39,N,N,Y,NA,1304,2062,2848,N,N,NA,43,63,0,13,0,0
N,8,F,reg114,1,N,19,N,N,Y,NA,NA,1099,1568,N,N,NA,15,15,0,4,0,0
Y,16,M,reg102,1,N,7,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,7,M,reg137,1,N,57,N,N,Y,NA,1337,1434,2031,N,N,NA,12,60,0,13,0,0
N,10,F,reg112,1,A,20,N,N,N,630,629,1144,1614,N,N,NA,34,55,0,16,0,0
Y,8,NA,reg145,1,N,4,N,N,N,NA,NA,186,261,N,N,NA,4,4,0,1,0,0
Y,8,M,reg126,1,F,17,N,N,Y,NA,NA,415,583,N,N,NA,15,15,0,4,1,0
Y,10,M,reg106,1,N,20,N,N,Y,NA,NA,541,1200,N,N,NA,9,9,3,2,1,0
Y,12,M,reg123,1,N,73,N,N,Y,587,585,388,533,N,N,NA,4,9,0,2,0,0
Y,9,M,reg123,1,N,4,N,N,Y,NA,NA,197,279,N,N,NA,5,5,0,1,0,0
Y,10,M,reg112,1,N,53,N,N,N,NA,419,763,1088,N,N,NA,15,37,1,7,0,0
Y,11,M,reg114,1,N,49,N,Y,Y,NA,708,719,1014,N,N,NA,4,16,0,4,0,0
Y,11,M,reg102,1,F,111,N,N,N,1622,2359,2446,3162,N,Y,NA,48,196,0,42,7,0
N,6,M,reg112,1,N,20,N,N,N,NA,NA,233,332,N,N,NA,28,28,0,5,0,0
Y,9,F,reg112,1,N,61,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,15,M,reg138,1,N,70,N,N,Y,842,1020,1031,1457,N,N,NA,5,13,0,3,0,0
N,13,M,reg152,1,N,163,N,N,Y,2195,2068,2445,3046,N,Y,NA,26,328,2,56,20,0
Y,62,M,reg137,1,N,259,N,N,Y,3001,2998,3004,3752,N,N,NA,3,26,3,0,7,0
Y,11,M,reg112,1,N,14,N,N,N,NA,NA,192,270,N,N,NA,6,6,0,1,0,0
Y,46,M,reg137,1,N,10,N,N,Y,1884,1884,1884,NA,N,N,NA,0,0,0,0,0,0
Y,12,F,reg140,1,N,17,N,Y,Y,NA,NA,221,300,N,N,NA,29,29,0,5,1,0
Y,8,F,reg112,1,N,13,N,N,N,NA,NA,419,591,N,N,NA,17,17,0,3,0,0
N,9,M,reg150,1,N,22,N,Y,Y,NA,NA,1162,1626,N,N,NA,20,20,0,7,0,0
N,15,M,reg127,1,N,190,Y,N,Y,1484,2381,2291,2954,N,N,NA,41,126,1,20,5,0
N,9,M,reg112,1,N,53,N,N,Y,NA,1344,1414,2022,N,N,NA,38,81,0,14,2,0
N,57,M,reg102,1,N,263,Y,N,Y,3736,3703,3668,5293,N,Y,3659,12,94,0,0,21,0
Y,13,M,reg133,1,N,74,N,N,Y,201,531,795,1130,N,N,NA,10,30,0,6,0,0
N,14,M,reg114,1,N,96,N,N,Y,1230,1269,1272,1601,N,N,NA,0,21,1,2,2,0
Y,7,M,reg127,1,N,21,N,Y,Y,NA,NA,231,325,N,N,NA,27,27,0,6,0,0
N,6,M,reg154,1,N,95,N,N,N,NA,NA,228,325,N,N,NA,36,36,1,11,2,0
N,8,M,reg150,1,N,42,N,N,Y,NA,732,870,1211,N,N,NA,7,11,0,2,0,0
Y,15,M,reg114,1,N,11,N,N,N,NA,NA,185,261,N,N,NA,4,4,0,1,0,0
Y,7,M,reg126,1,N,45,N,N,Y,NA,216,237,340,N,N,NA,4,17,0,5,0,0
Y,14,F,reg140,1,F,202,Y,N,Y,1790,1971,1967,2749,N,N,NA,0,182,0,41,2,0
Y,11,F,reg112,1,N,20,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,M,reg114,1,N,26,N,Y,N,NA,NA,769,1108,N,N,NA,27,27,0,5,1,0
Y,14,M,reg105,1,N,68,N,N,Y,808,748,1026,1339,N,N,NA,15,33,0,7,0,0
Y,9,F,reg132,1,A,9,N,N,Y,NA,NA,201,272,N,N,NA,14,14,0,2,1,0
Y,10,M,reg138,1,N,41,N,N,Y,NA,771,775,1094,N,N,NA,0,6,0,1,0,0
Y,8,M,reg127,1,N,29,N,N,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,10,M,reg132,1,N,0,N,N,N,NA,NA,NA,NA,N,N,NA,5,5,0,1,0,0
Y,11,M,reg110,1,N,16,N,N,Y,NA,NA,786,1110,N,N,NA,4,4,0,1,0,0
Y,24,M,reg117,1,N,378,N,N,Y,3404,3401,3444,4361,N,Y,NA,12,12,0,0,4,0
Y,16,M,reg137,1,N,30,N,N,Y,NA,NA,1037,1443,N,N,NA,10,10,0,4,0,0
N,16,M,reg114,1,N,111,N,N,Y,2228,2886,2859,3972,N,N,NA,46,295,24,40,34,0
N,24,M,reg136,1,N,251,Y,N,Y,2996,3053,3112,4156,N,Y,NA,25,129,0,5,21,0
Y,26,M,reg106,1,N,6,Y,N,Y,NA,NA,1568,2051,N,N,NA,6,6,0,2,0,0
Y,18,M,reg112,1,A,82,N,N,N,777,1222,1690,2380,N,N,NA,20,74,0,15,0,0
N,26,M,reg137,1,N,352,Y,N,Y,3323,3465,3530,4741,Y,Y,3212,99,370,11,43,41,0
Y,10,M,reg137,1,N,9,N,N,Y,NA,NA,448,NA,N,N,NA,7,7,0,0,1,0
N,44,M,reg127,1,N,47,N,N,N,NA,1179,1479,1882,N,N,NA,42,86,0,23,1,0
Y,8,M,reg117,1,N,74,N,N,Y,204,824,1291,384,N,N,NA,34,76,0,4,30,0
N,7,F,reg132,1,N,21,N,Y,Y,NA,NA,328,469,N,N,NA,31,31,0,7,0,0
N,81,M,reg127,1,N,451,Y,N,N,2972,2973,2974,NA,N,N,NA,0,0,0,0,0,0
Y,12,M,reg153,1,N,7,N,N,Y,NA,NA,965,1368,N,N,NA,4,4,0,1,0,0
Y,14,NA,reg102,1,N,23,N,N,N,NA,NA,186,264,N,N,NA,4,4,0,1,0,0
N,8,M,reg112,1,N,44,N,N,Y,NA,362,479,679,N,N,NA,24,31,0,5,0,0
Y,16,M,reg106,1,N,16,N,N,Y,NA,NA,2067,2756,N,N,NA,65,65,0,15,3,0
Y,12,F,reg155,1,F,195,N,N,Y,512,334,337,471,N,N,NA,0,43,0,9,0,3
Y,11,M,reg112,1,N,13,N,N,N,NA,NA,693,1000,N,N,NA,20,20,0,3,0,0
Y,8,NA,reg132,1,N,27,N,N,N,NA,NA,NA,NA,N,N,NA,2,2,0,1,0,1
N,11,M,reg102,1,N,109,N,Y,Y,915,914,834,1143,N,N,NA,4,16,0,4,0,0
Y,46,M,reg150,1,F,327,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,18,M,reg154,1,N,352,Y,N,N,2709,2708,2713,3508,N,N,NA,0,55,0,6,7,0
Y,17,M,reg112,1,N,291,N,N,N,NA,NA,792,1144,N,N,NA,15,15,0,3,0,0
N,13,M,reg145,1,F,200,Y,N,Y,1031,1381,1809,2468,N,N,NA,15,25,0,5,0,0
Y,16,F,reg109,1,F,22,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,7,NA,reg127,1,N,5,N,N,N,NA,NA,643,896,N,N,NA,5,5,0,1,0,0
N,73,M,reg137,1,N,266,Y,N,Y,2830,2828,2756,NA,Y,N,NA,7,7,0,0,1,0
Y,16,M,reg117,1,N,141,N,N,Y,852,1018,1110,1496,N,N,NA,5,26,0,5,1,0
Y,19,F,reg114,1,F,146,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,11,M,reg126,1,N,4,N,N,Y,NA,NA,489,696,N,N,NA,4,4,0,1,0,0
Y,18,M,reg106,1,N,165,N,N,Y,2265,2122,2168,2913,N,Y,NA,10,188,1,14,30,0
N,43,M,reg112,1,N,307,Y,N,Y,3324,3337,3308,4530,N,N,NA,7,40,4,11,1,0
